Name,From,Experience,Season,Salary,Age,Pos,G,MP,ThreePoint,TwoPoint,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,To,Height,Weight,College
J.R. Smith,2005,10,2014-15,6516000,29,SG,70,2080,163,152,54,72,30,188,218,195,82,22,97,163,2016,6.6,225,
J.R. Smith,2005,11,2015-16,5000000,30,SG,48,1464,129,100,31,52,28,109,137,74,54,17,39,135,2016,6.6,225,
Josh Smith,2005,2,2006-07,1460640,21,SF,72,2647,38,398,268,387,165,456,621,236,101,207,227,241,2016,6.9,225,
Josh Smith,2005,3,2007-08,2243543,22,PF,81,2873,25,493,333,469,161,506,667,272,123,227,245,269,2016,6.9,225,
Josh Smith,2005,4,2008-09,10000000,23,PF,69,2421,26,392,211,359,134,364,498,169,94,111,161,184,2016,6.9,225,
Josh Smith,2005,5,2009-10,10800000,24,PF,81,2871,0,504,261,422,223,482,705,342,130,172,198,240,2016,6.9,225,
Josh Smith,2005,6,2010-11,11600000,25,PF,77,2645,51,446,229,316,134,523,657,255,99,120,197,217,2016,6.9,225,
Josh Smith,2005,7,2011-12,12400000,26,PF,66,2329,28,476,203,322,136,496,632,257,93,115,164,172,2016,6.9,225,
Josh Smith,2005,8,2012-13,13200000,27,PF,76,2683,61,489,166,321,133,506,639,321,94,136,226,175,2016,6.9,225,
Josh Smith,2005,9,2013-14,13500000,28,SF,77,2730,70,447,160,301,102,418,520,252,105,110,199,197,2016,6.9,225,
Josh Smith,2005,10,2014-15,14000000,29,PF,83,2300,72,342,127,255,152,378,530,277,87,116,206,228,2016,6.9,225,
Josh Smith,2005,11,2015-16,1499000,30,PF,43,656,29,71,33,56,43,116,159,66,26,44,57,89,2016,6.9,225,
Amar'e Stoudemire,2003,4,2006-07,12455000,24,C,82,2689,0,607,457,585,222,564,786,84,78,110,232,295,2016,6.1,245,
Amar'e Stoudemire,2003,5,2007-08,13762775,25,C,79,2677,5,709,556,691,178,541,719,118,64,163,174,294,2016,6.1,245,
Amar'e Stoudemire,2003,6,2008-09,15070550,26,PF,53,1948,3,401,323,387,116,314,430,104,49,57,150,163,2016,6.1,245,
Amar'e Stoudemire,2003,7,2009-10,16378325,27,PF,82,2838,1,703,487,632,230,502,732,82,52,83,213,281,2016,6.1,245,
Amar'e Stoudemire,2003,8,2010-11,16486611,28,C,78,2870,10,734,473,597,198,438,636,202,71,150,250,274,2016,6.1,245,
Amar'e Stoudemire,2003,9,2011-12,18217705,29,PF,47,1543,5,311,186,243,106,261,367,52,38,45,112,138,2016,6.1,245,
Amar'e Stoudemire,2003,10,2012-13,19948799,30,PF,29,682,0,267,130,0.808,85,145,13,10,21,50,89,413,2016,6.1,245,
Amar'e Stoudemire,2003,11,2013-14,21679893,31,C,65,1466,0,558,203,0.739,208,320,34,23,37,91,159,772,2016,6.1,245,
Amar'e Stoudemire,2003,12,2014-15,23410988,32,PF,59,1245,0,273,134,186,110,219,329,45,29,38,78,161,2016,6.1,245,
Amar'e Stoudemire,2003,13,2015-16,1499187,33,C,25,355,0,104,37,0.73,80,113,17,9,19,22,33,135,2016,6.1,245,
Jason Terry,2000,7,2006-07,8100000,29,SG,81,2846,162,352,160,199,41,190,231,422,81,17,152,170,2016,6.2,185,University of Arizona
Jason Terry,2000,8,2007-08,8898000,30,SG,82,2579,136,335,191,223,30,178,208,264,88,18,92,170,2016,6.2,185,University of Arizona
Jason Terry,2000,9,2008-09,9196000,31,SG,74,2491,167,374,198,225,39,138,177,251,97,20,119,141,2016,6.2,185,University of Arizona
Jason Terry,2000,10,2009-10,9862500,32,SG,77,2540,136,320,232,268,19,121,140,292,94,17,109,142,2016,6.2,185,University of Arizona
Jason Terry,2000,11,2010-11,10650000,33,SG,82,2564,127,365,182,214,24,129,153,334,93,13,167,140,2016,6.2,185,University of Arizona
Jason Terry,2000,12,2011-12,11158000,34,SG,63,2000,138,219,98,111,16,133,149,226,73,11,127,69,2016,6.2,185,University of Arizona
Jason Terry,2000,13,2012-13,5000000,35,SG,79,2124,123,158,114,131,19,140,159,198,66,11,102,110,2016,6.2,185,University of Arizona
Jason Terry,2000,14,2013-14,5625313,36,PG,35,570,39,16,10,15,4,33,37,56,13,0,27,48,2016,6.2,185,University of Arizona
Jason Terry,2000,15,2014-15,5850313,37,SG,77,1641,126,62,39,48,15,106,121,147,66,19,74,116,2016,6.2,185,University of Arizona
Jason Terry,2000,16,2015-16,1499187,38,SG,45,758,58,35,20,25,7,41,48,59,30,6,30,63,2016,6.2,185,University of Arizona
Beno Udrih,2005,2,2006-07,967920,24,PG,73,948,33,94,53,60,11,71,82,122,27,1,56,70,2016,6.3,205,
Beno Udrih,2005,3,2007-08,1747096,25,PG,65,2080,53,275,125,147,34,183,217,282,56,10,148,138,2016,6.3,205,
Beno Udrih,2005,4,2008-09,5585000,26,PG,73,2270,35,286,123,150,46,174,220,342,81,12,158,192,2016,6.3,205,
Beno Udrih,2005,5,2009-10,6031800,27,PG,79,2477,75,340,118,141,38,181,219,372,89,10,136,166,2016,6.3,205,
Beno Udrih,2005,6,2010-11,6478600,28,PG,79,2734,65,347,197,228,41,224,265,386,94,9,141,181,2016,6.3,205,
Beno Udrih,2005,7,2011-12,6925400,29,SG,59,1080,17,129,39,55,26,76,102,227,37,1,77,69,2016,6.3,205,
Beno Udrih,2005,8,2012-13,7372000,30,SG-PG,66,1457,34,176,84,103,34,107,141,302,41,3,108,90,2016,6.3,205,
Beno Udrih,2005,9,2013-14,1272279,31,SG,41,643,19,59,25,30,10,49,59,116,23,4,47,50,2016,6.3,205,
Beno Udrih,2005,10,2014-15,2077000,32,PG,79,1494,26,220,87,102,20,123,143,220,46,8,89,88,2016,6.3,205,
Beno Udrih,2005,11,2015-16,2170465,33,PG,41,668,14,68,17,18,7,61,68,111,14,1,48,48,2016,6.3,205,
Anderson Varejao,2005,2,2006-07,945600,24,C,81,1932,0,191,165,268,191,354,545,75,76,52,67,269,2016,6.1,273,
Anderson Varejao,2005,3,2007-08,5356000,25,C,48,1320,0,136,49,82,134,265,399,53,37,26,59,134,2016,6.1,273,
Anderson Varejao,2005,4,2008-09,5784480,26,PF,81,2306,0,270,154,250,166,415,581,81,75,66,80,239,2016,6.1,273,
Anderson Varejao,2005,5,2009-10,6300000,27,PF,76,2166,1,266,116,175,189,389,578,87,71,67,67,223,2016,6.1,273,
Anderson Varejao,2005,6,2010-11,7281818,28,C,31,994,0,114,54,81,98,203,301,45,27,38,40,87,2016,6.1,273,
Anderson Varejao,2005,7,2011-12,7700000,29,C,25,785,0,114,43,64,109,178,287,43,35,17,45,62,2016,6.1,273,
Anderson Varejao,2005,8,2012-13,8368182,30,C,25,901,0,138,77,102,138,223,361,84,37,14,44,68,2016,6.1,273,
Anderson Varejao,2005,9,2013-14,9036364,31,C,65,1800,0,227,92,135,187,442,629,140,69,39,72,164,2016,6.1,273,
Anderson Varejao,2005,10,2014-15,9704595,32,C,26,636,0,111,33,45,57,113,170,35,19,16,35,58,2016,6.1,273,
Anderson Varejao,2005,11,2015-16,9638554,33,C,31,310,0,32,16,21,24,67,91,20,11,5,16,35,2016,6.1,273,
Charlie Villanueva,2006,1,2006-07,2537880,22,PF,39,984,29,151,73,89,62,166,228,36,24,12,54,108,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,2,2007-08,2715000,23,PF,76,1829,55,299,123,157,145,321,466,78,30,35,107,174,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,3,2008-09,3448050,24,PF,78,2095,89,398,201,240,154,366,520,137,50,56,138,254,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,4,2009-10,6500000,25,PF,78,1848,99,264,106,130,85,280,365,53,48,55,74,223,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,5,2010-11,7020000,26,PF,76,1666,125,188,89,116,50,245,295,48,42,42,66,175,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,6,2011-12,7540000,27,PF,13,180,15,20,6,7,9,39,48,6,7,5,7,25,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,7,2012-13,8060000,28,PF,69,1092,90,85,27,49,49,192,241,54,31,39,39,96,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,8,2013-14,8580000,29,PF,20,180,14,21,8,14,6,28,34,6,4,5,7,16,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,9,2014-15,1316809,30,PF,64,678,83,67,20,35,30,119,149,19,15,22,28,64,2016,6.11,232,University of Connecticut
Charlie Villanueva,2006,10,2015-16,1499187,31,PF,44,528,33,65,16,18,17,101,118,20,13,11,25,58,2016,6.11,232,University of Connecticut
Sasha Vujacic,2005,2,2006-07,973920,22,SG,73,935,60,45,43,49,28,79,107,64,41,1,30,103,2016,6.7,195,
Sasha Vujacic,2005,3,2007-08,1756951,23,SG,72,1279,118,101,76,91,19,135,154,72,36,5,52,107,2016,6.7,195,
Sasha Vujacic,2005,4,2008-09,4524887,24,SG,80,1293,81,74,70,76,19,116,135,113,77,7,35,154,2016,6.7,195,
Sasha Vujacic,2005,5,2009-10,5000000,25,SG,67,575,25,41,28,33,25,54,79,41,20,4,17,67,2016,6.7,195,
Sasha Vujacic,2005,6,2010-11,5475113,26,SG,67,1648,97,142,81,96,30,156,186,132,54,5,66,136,2016,6.7,195,
Sasha Vujacic,2005,11,2015-16,1356146,31,SG,38,486,22,29,19,25,16,62,78,45,21,2,26,48,2016,6.7,195,
Dwyane Wade,2004,3,2006-07,3841443,25,SG,51,1931,21,451,432,535,51,188,239,384,107,62,216,117,2016,6.4,220,Marquette University
Dwyane Wade,2004,4,2007-08,13041250,26,SG,51,1954,22,417,354,467,45,169,214,354,87,37,224,137,2016,6.4,220,Marquette University
Dwyane Wade,2004,5,2008-09,14410581,27,SG,79,3048,88,766,590,771,89,309,398,589,173,106,272,178,2016,6.4,220,Marquette University
Dwyane Wade,2004,6,2009-10,15779912,28,SG,77,2792,73,646,534,702,107,266,373,501,142,82,252,181,2016,6.4,220,Marquette University
Dwyane Wade,2004,7,2010-11,14200000,29,SG,76,2823,63,629,494,652,123,362,485,346,111,87,237,197,2016,6.4,220,Marquette University
Dwyane Wade,2004,8,2011-12,15691000,30,SG,49,1625,15,401,235,297,73,164,237,225,82,63,129,110,2016,6.4,220,Marquette University
Dwyane Wade,2004,9,2012-13,17182000,31,SG,69,2391,17,552,308,425,86,258,344,352,128,56,194,140,2016,6.4,220,Marquette University
Dwyane Wade,2004,10,2013-14,18673000,32,SG,54,1775,9,406,189,258,60,181,241,252,79,29,161,106,2016,6.4,220,Marquette University
Dwyane Wade,2004,11,2014-15,15000000,33,SG,62,1971,29,480,284,370,58,161,219,299,73,21,209,105,2016,6.4,220,Marquette University
Dwyane Wade,2004,12,2015-16,20000000,34,SG,50,1512,7,358,199,260,63,139,202,235,52,26,132,71,2016,6.4,220,Marquette University
David West,2004,3,2006-07,2051938,26,PF,52,1900,8,369,187,227,126,298,424,114,42,38,98,143,2016,6.9,250,Xavier University
David West,2004,4,2007-08,10650000,27,PF,76,2870,6,623,300,353,180,495,675,177,62,99,165,208,2016,6.9,250,Xavier University
David West,2004,5,2008-09,9862500,28,PF,76,2982,6,604,367,415,160,486,646,173,49,68,163,207,2016,6.9,250,Xavier University
David West,2004,6,2009-10,9075000,29,PF,81,2949,7,612,296,342,164,441,605,239,76,60,173,233,2016,6.9,250,Xavier University
David West,2004,7,2010-11,8287500,30,PF,70,2451,2,526,264,327,155,374,529,164,67,62,142,202,2016,6.9,250,Xavier University
David West,2004,8,2011-12,10000000,31,PF,66,1925,2,347,142,176,118,315,433,140,52,46,93,160,2016,6.9,250,Xavier University
David West,2004,9,2012-13,10000000,32,PF,73,2435,4,498,242,315,145,418,563,213,74,69,157,149,2016,6.9,250,Xavier University
David West,2004,10,2013-14,12000000,33,PF,80,2472,4,454,198,251,120,422,542,223,61,74,133,186,2016,6.9,250,Xavier University
David West,2004,11,2014-15,12000000,34,PF,66,1895,4,319,119,161,108,341,449,223,48,48,120,160,2016,6.9,250,Xavier University
David West,2004,12,2015-16,1499000,35,PF,52,892,1,154,38,50,41,164,205,94,25,33,47,98,2016,6.9,250,Xavier University
Deron Williams,2006,1,2006-07,3749040,22,PG,80,2950,82,412,227,296,41,226,267,745,78,13,246,254,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,2,2007-08,4010640,23,PG,82,3059,83,483,330,411,34,209,243,862,90,23,279,200,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,3,2008-09,5069449,24,PG,68,2505,70,393,326,384,24,171,195,725,73,20,228,134,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,4,2009-10,12323900,25,PG,76,2802,96,398,335,418,50,253,303,798,96,16,252,208,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,5,2010-11,14940152,26,PG,65,2465,105,323,348,412,40,220,260,667,79,15,230,190,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,6,2011-12,16359805,27,PG,55,1999,115,276,257,305,23,160,183,481,67,20,219,121,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,7,2012-13,17177795,28,PG,78,2842,169,326,317,369,29,203,232,604,75,30,218,194,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,8,2013-14,18466130,29,PG,64,2059,98,224,173,216,15,153,168,392,93,13,143,148,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,9,2014-15,19754465,30,PG,68,2114,87,211,201,241,29,208,237,448,64,17,154,157,2016,6.3,200,University of Illinois at Urbana-Champaign
Deron Williams,2006,10,2015-16,5500000,31,PG,46,1477,65,164,126,142,13,121,134,247,44,10,106,105,2016,6.3,200,University of Illinois at Urbana-Champaign
Lou Williams,2006,1,2006-07,664209,20,PG,61,688,12,81,64,92,17,53,70,110,22,1,46,42,2016,6.1,175,
Lou Williams,2006,2,2007-08,770610,21,PG,80,1862,55,264,227,290,41,126,167,253,81,13,125,130,2016,6.1,175,
Lou Williams,2006,3,2008-09,4500000,22,SG,81,1919,63,273,304,385,36,129,165,242,85,14,151,128,2016,6.1,175,
Lou Williams,2006,4,2009-10,4972500,23,PG,64,1912,70,248,192,233,25,162,187,268,80,15,106,110,2016,6.1,175,
Lou Williams,2006,5,2010-11,5000000,24,SG,75,1747,88,235,293,356,32,117,149,252,47,17,102,128,2016,6.1,175,
Lou Williams,2006,6,2011-12,5176000,25,PG,64,1682,83,235,237,292,30,125,155,221,53,18,71,90,2016,6.1,175,
Lou Williams,2006,7,2012-13,5000000,26,SG,39,1119,72,115,105,121,8,72,80,139,44,10,74,55,2016,6.1,175,
Lou Williams,2006,8,2013-14,5225000,27,PG,60,1445,79,118,152,179,10,114,124,210,45,4,92,65,2016,6.1,175,
Lou Williams,2006,9,2014-15,5450000,28,SG,80,2016,152,223,340,395,24,127,151,164,88,10,101,103,2016,6.1,175,
Lou Williams,2006,10,2015-16,7000000,29,SG,52,1549,82,141,275,328,23,118,141,136,50,17,85,88,2016,6.1,175,
Marvin Williams,2006,1,2006-07,4174800,20,PF,64,2179,11,295,216,265,84,253,337,121,52,30,127,191,2016,6.9,237,University of North Carolina
Marvin Williams,2006,2,2007-08,4466040,21,SF,80,2765,1,423,336,409,119,338,457,137,81,33,127,225,2016,6.9,237,University of North Carolina
Marvin Williams,2006,3,2008-09,5636143,22,SF,61,2093,55,230,220,273,110,272,382,81,57,39,70,127,2016,6.9,237,University of North Carolina
Marvin Williams,2006,4,2009-10,7500000,23,SF,81,2468,40,262,176,215,106,310,416,93,66,46,72,160,2016,6.9,237,University of North Carolina
Marvin Williams,2006,5,2010-11,6712500,24,SF,65,1865,37,209,147,174,68,245,313,88,34,23,62,104,2016,6.9,237,University of North Carolina
Marvin Williams,2006,6,2011-12,7500000,25,SF,57,1500,58,145,115,146,76,218,294,71,47,18,39,84,2016,6.9,237,University of North Carolina
Marvin Williams,2006,7,2012-13,8287500,26,SF,73,1727,54,145,77,99,55,208,263,77,37,38,60,98,2016,6.9,237,University of North Carolina
Marvin Williams,2006,8,2013-14,7500000,27,PF,66,1674,84,147,57,73,82,252,334,78,54,31,53,151,2016,6.9,237,University of North Carolina
Marvin Williams,2006,9,2014-15,7000000,28,PF,78,2035,95,115,62,87,58,328,386,100,69,36,60,146,2016,6.9,237,University of North Carolina
Marvin Williams,2006,10,2015-16,7000000,29,PF,53,1542,90,108,73,84,82,266,348,72,31,55,37,85,2016,6.9,237,University of North Carolina
Mo Williams,2004,3,2006-07,1920000,24,PG,68,2472,79,389,159,186,54,275,329,416,85,6,203,201,2016,6.1,198,University of Alabama
Mo Williams,2004,4,2007-08,7750000,25,PG,66,2410,89,352,166,194,37,193,230,419,78,10,182,188,2016,6.1,198,University of Alabama
Mo Williams,2004,5,2008-09,8353000,26,PG,81,2834,183,343,208,228,47,232,279,329,69,9,179,215,2016,6.1,198,University of Alabama
Mo Williams,2004,6,2009-10,8860000,27,PG,69,2359,159,219,177,198,28,178,206,368,70,21,173,170,2016,6.1,198,University of Alabama
Mo Williams,2004,7,2010-11,9300000,28,PG,58,1788,79,212,151,177,21,132,153,380,53,10,171,150,2016,6.1,198,University of Alabama
Mo Williams,2004,8,2011-12,8500000,29,SG,52,1472,93,167,72,80,23,76,99,160,51,7,86,103,2016,6.1,198,University of Alabama
Mo Williams,2004,9,2012-13,8500000,30,PG,46,1418,59,170,75,85,24,86,110,285,46,9,125,105,2016,6.1,198,University of Alabama
Mo Williams,2004,10,2013-14,2652000,31,PG,74,1834,83,197,78,89,42,111,153,321,55,10,149,197,2016,6.1,198,University of Alabama
Mo Williams,2004,11,2014-15,3750000,32,PG,68,1980,119,222,163,187,22,152,174,424,46,14,172,162,2016,6.1,198,University of Alabama
Mo Williams,2004,12,2015-16,2100000,33,PG,34,687,29,93,38,42,4,61,65,93,11,5,54,56,2016,6.1,198,University of Alabama
Metta World Peace,2000,7,2006-07,7526316,27,SF,70,2641,93,365,307,415,102,352,454,235,149,43,146,205,2016,6.6,260,St. John's University
Metta World Peace,2000,8,2007-08,7400000,28,SF,57,2172,84,352,212,295,101,227,328,199,133,38,148,159,2016,6.6,260,St. John's University
Metta World Peace,2000,9,2008-09,7400000,29,SF,69,2452,153,263,196,262,65,294,359,229,105,24,140,155,2016,6.6,260,St. John's University
Metta World Peace,2000,10,2009-10,5854000,30,SF,77,2605,105,201,128,186,99,232,331,234,106,21,121,165,2016,6.6,260,St. John's University
Metta World Peace,2000,11,2010-11,6322320,31,SF,82,2410,83,178,92,136,100,167,267,175,124,36,90,181,2016,6.6,260,St. John's University
Metta World Peace,2000,12,2011-12,6790640,32,SF,64,1720,56,127,71,115,71,147,218,140,69,27,69,137,2016,6.6,260,St. John's University
Metta World Peace,2000,13,2012-13,7258960,33,SF,75,2530,141,191,124,169,101,271,372,112,122,42,98,198,2016,6.6,260,St. John's University
Metta World Peace,2000,14,2013-14,1590000,34,SF,29,388,17,39,10,16,18,41,59,17,24,8,19,44,2016,6.6,260,St. John's University
Metta World Peace,2000,16,2015-16,1499187,36,SF,20,347,17,14,16,25,11,40,51,17,12,9,8,38,2016,6.6,260,St. John's University
