Team\Season,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
ATL,6.24943310657597,8.38941398865784,28.0475,10.0266666666667,9.62880886426593,13.984375,8.56,15.4540816326531,11.8823529411765,21.68359375,13.8024691358025,14.7283950617284,16.3125,38.109375
BOS,16.6920415224914,12.3545706371191,13.8367346938775,7.33333333333333,11.3125,23.1555555555556,20.62109375,25.0526315789474,28.9752066115703,27.5017301038062,24.4275,13.2475,15.5691609977324,9.84888888888889
BRK,,,,,,,,,,,23.280276816609,30.7590027700831,27.9168975069252,17.4488888888889
CHA,,,10.4432132963989,5.234375,14.3487654320988,15.1288888888889,12.4565972222222,16.0,15.196675900277,15.25,12.9965397923875,11.5833333333333,,
CHH,,,,,,,,,,,,,,
CHI,9.79555555555556,15.9275,13.7155555555556,11.6731301939058,13.1683673469388,13.5069252077562,15.5013850415512,16.3487654320988,14.4622222222222,12.5969387755102,17.4488888888889,18.91,26.0,21.5733333333333
CHO,,,,,,,,,,,,,15.6875,11.0222222222222
CLE,14.530612244898,5.37868480725624,16.234375,12.477508650519,18.0622222222222,16.6843100189036,20.8125,22.4320987654321,16.1551246537396,16.2766439909297,8.7590027700831,11.6190476190476,24.05,20.8266666666667
DAL,14.1245674740484,11.9795918367347,14.90234375,17.05859375,29.359375,17.81,16.734375,13.3950617283951,19.3333333333333,21.90234375,28.9722222222222,29.4488888888889,20.2160664819945,22.4
DEN,15.5875,9.49489795918367,10.25,11.6666666666667,10.6505190311419,12.08984375,15.71484375,11.5763888888889,16.2469135802469,15.625,10.7555555555556,9.9375,9.91,19.21484375
DET,19.2,14.2491349480969,20.7612456747405,19.0449826989619,23.4933333333333,19.8171745152355,20.4266666666667,15.4897959183673,18.7455621301775,16.8010204081633,15.55859375,19.4488888888889,11.7229916897507,11.3155555555556
GSW,7.43359375,20.6820987654321,18.4444444444444,13.44,7.16,18.0617283950617,10.7777777777778,14.2275,8.52595155709343,15.7414965986395,11.875,19.4691358024691,13.36,14.16
HOU,21.77734375,26.0622837370242,20.6942148760331,16.9,13.3928571428571,12.3,14.9375,9.13378684807256,10.9475,18.4819944598338,5.36,8.45987654320987,19.26,21.5
IND,22.9955555555556,8.65816326530612,12.0221606648199,8.46484375,10.8919667590028,7.625,8.80102040816326,9.26222222222222,13.36,9.98222222222222,6.359375,9.85467128027681,9.609375,11.8367346938776
LAC,8.29333333333333,31.4598765432099,13.320987654321,18.2098765432099,21.218836565097,19.609977324263,17.218836565097,14.0332409972299,11.1695501730104,16.6913580246914,25.2266666666667,17.26,15.5475,20.40234375
LAL,18.9795918367347,26.1155555555556,14.609375,14.6782006920415,11.4897959183673,9.98337950138504,12.0625,12.6745562130178,24.05859375,22.7128027681661,31.9375,26.7423822714681,21.6450617283951,36.0266666666667
MEM,5.88235294117647,8.75,4.64888888888889,12.359375,13.6944444444444,10.8753462603878,12.1155555555556,13.2222222222222,10.7700831024931,13.6608996539792,11.297052154195,15.7283950617284,23.1412742382271,23.6675900277008
MIA,11.3877551020408,18.7128027681661,18.234375,16.7733333333333,19.9795918367347,19.4421768707483,10.6944444444444,12.0888888888889,19.0034602076125,21.359375,28.3611111111111,20.7654320987654,17.8231292517007,24.1107266435986
MIL,16.1066666666667,6.984375,12.6450617283951,12.96,8.64359861591696,6.63265306122449,10.8166089965398,16.1385041551247,16.7681660899654,12.1314878892734,15.5061728395062,12.2766439909297,13.5555555555556,4.78222222222222
MIN,17.7755102040816,12.4429065743945,10.6581632653061,7.47222222222222,10.8214285714286,14.21484375,11.0519031141868,7.74609375,5.16955017301038,12.7288888888889,10.0475,7.12110726643599,20.5376,40.2488888888889
NJN,12.0255102040816,16.608024691358,19.0113378684807,18.4429065743945,23.46484375,13.3333333333333,11.76,13.1764705882353,11.8863636363636,11.504132231405,,,,
NOH,14.49609375,16.5625,15.7190082644628,,,8.6875,8.35555555555556,13.859375,8.50969529085872,6.8468809073724,7.60664819944598,,,
NOK,,,,12.8254847645429,7.70666666666667,,,,,,,,,
NOP,,,,,,,,,,,,8.62585034013605,6.53514739229025,6.49826989619377
NYK,9.38461538461539,9.38775510204082,11.2853185595568,16.3047091412742,13.4488888888889,12.5955555555556,14.476370510397,15.7475,13.24,18.4844290657439,29.0415512465374,36.3434903047091,36.0589569160998,16.8
OKC,,,,,,,14.46,13.2469135802469,10.2746913580247,18.359375,16.609375,19.0154320987654,10.7120181405896,10.1428571428571
ORL,20.6782006920415,15.8004535147392,17.25,15.9783950617284,16.0266666666667,13.49609375,13.984375,13.7430555555556,11.5916955017301,17.24609375,17.9166666666667,10.234375,16.16,9.09333333333333
PHI,17.875,14.1428571428571,13.0588235294118,10.8166089965398,19.4722222222222,8.86222222222222,16.1775147928994,12.43359375,18.16,17.359375,13.9861591695502,3.3421550094518,7.9744,4.18359375
PHO,18.265306122449,16.1440443213296,12.3611111111111,14.6450617283951,11.2295918367347,18.93359375,30.0277008310249,19.5288888888889,21.8227146814404,20.7692307692308,15.02734375,11.3155555555556,9.4102079395085,13.5555555555556
POR,15.4792899408284,13.8732638888889,14.2076124567474,11.280276816609,5.94463667820069,6.31122448979592,7.2,19.1358024691358,22.1388888888889,25.6731301939058,10.7288888888889,14.7822222222222,12.2376543209877,9.06666666666667
SAC,11.6734693877551,18.2840236686391,11.9783950617284,10.8125,14.3733333333333,15.1468144044321,12.0544217687075,7.9275,6.33984375,7.79555555555556,8.08996539792388,11.296786389414,17.9279778393352,12.2448979591837
SAS,31.0,21.1695501730104,14.878892733564,18.5955555555556,18.734375,24.3305785123967,20.249433106576,24.2975778546713,20.6475,20.85,23.3955555555556,17.570987654321,22.484375,32.8826530612245
SEA,12.75,7.10204081632653,9.17333333333334,8.83102493074792,13.109375,11.8231292517007,,,,,,,,
TOR,11.1135734072022,15.7088846880907,15.05859375,20.8096885813149,11.6401384083045,11.0726643598616,11.9168975069252,7.98222222222222,9.01652892561984,12.4444444444444,8.02777777777778,8.51,8.64,7.31555555555555
