season,team,var_exp
2002-03,MIL,16.1066666666667
2002-03,MIN,17.7755102040816
2002-03,NJN,12.0255102040816
2002-03,NOH,14.49609375
2002-03,NYK,9.38461538461539
2002-03,ORL,20.6782006920415
2002-03,PHI,17.875
2002-03,PHO,18.265306122449
2002-03,POR,15.4792899408284
2002-03,SAC,11.6734693877551
2002-03,SAS,31.0
2002-03,SEA,12.75
2002-03,TOR,11.1135734072022
2002-03,TOT,19.8520710059172
2002-03,UTA,20.9586776859504
2002-03,WAS,21.0488888888889
2003-04,ATL,8.38941398865784
2003-04,BOS,12.3545706371191
2003-04,CHI,15.9275
2003-04,CLE,5.37868480725624
2003-04,DAL,11.9795918367347
2003-04,DEN,9.49489795918367
2003-04,DET,14.2491349480969
2003-04,GSW,20.6820987654321
2003-04,HOU,26.0622837370242
2003-04,IND,8.65816326530612
2003-04,LAC,31.4598765432099
2003-04,LAL,26.1155555555556
2003-04,MEM,8.75
2003-04,MIA,18.7128027681661
2003-04,MIL,6.984375
2003-04,MIN,12.4429065743945
2003-04,NJN,16.608024691358
2003-04,NOH,16.5625
2003-04,NYK,9.38775510204082
2003-04,ORL,15.8004535147392
2003-04,PHI,14.1428571428571
2003-04,PHO,16.1440443213296
2003-04,POR,13.8732638888889
2003-04,SAC,18.2840236686391
2003-04,SAS,21.1695501730104
2003-04,SEA,7.10204081632653
2003-04,TOR,15.7088846880907
2003-04,TOT,12.8622404844291
2003-04,UTA,8.76543209876543
2003-04,WAS,13.7508650519031
2004-05,ATL,28.0475
2004-05,BOS,13.8367346938775
2004-05,CHA,10.4432132963989
2004-05,CHI,13.7155555555556
2004-05,CLE,16.234375
2004-05,DAL,14.90234375
2004-05,DEN,10.25
2004-05,DET,20.7612456747405
2004-05,GSW,18.4444444444444
2004-05,HOU,20.6942148760331
2004-05,IND,12.0221606648199
2004-05,LAC,13.320987654321
2004-05,LAL,14.609375
2004-05,MEM,4.64888888888889
2004-05,MIA,18.234375
2004-05,MIL,12.6450617283951
2004-05,MIN,10.6581632653061
2004-05,NJN,19.0113378684807
2004-05,NOH,15.7190082644628
2004-05,NYK,11.2853185595568
2004-05,ORL,17.25
2004-05,PHI,13.0588235294118
2004-05,PHO,12.3611111111111
2004-05,POR,14.2076124567474
2004-05,SAC,11.9783950617284
2004-05,SAS,14.878892733564
2004-05,SEA,9.17333333333334
2004-05,TOR,15.05859375
2004-05,TOT,18.5101070154578
2004-05,UTA,7.34948096885813
2004-05,WAS,8.55859375
2005-06,ATL,10.0266666666667
2005-06,BOS,7.33333333333333
2005-06,CHA,5.234375
2005-06,CHI,11.6731301939058
2005-06,CLE,12.477508650519
2005-06,DAL,17.05859375
2005-06,DEN,11.6666666666667
2005-06,DET,19.0449826989619
2005-06,GSW,13.44
2005-06,HOU,16.9
2005-06,IND,8.46484375
2005-06,LAC,18.2098765432099
2005-06,LAL,14.6782006920415
2005-06,MEM,12.359375
2005-06,MIA,16.7733333333333
2005-06,MIL,12.96
2005-06,MIN,7.47222222222222
2005-06,NJN,18.4429065743945
2005-06,NOK,12.8254847645429
2005-06,NYK,16.3047091412742
2005-06,ORL,15.9783950617284
2005-06,PHI,10.8166089965398
2005-06,PHO,14.6450617283951
2005-06,POR,11.280276816609
2005-06,SAC,10.8125
2005-06,SAS,18.5955555555556
2005-06,SEA,8.83102493074792
2005-06,TOR,20.8096885813149
2005-06,TOT,11.7054978854287
2005-06,UTA,7.79555555555556
2005-06,WAS,6.08888888888889
2006-07,ATL,9.62880886426593
2006-07,BOS,11.3125
2006-07,CHA,14.3487654320988
2006-07,CHI,13.1683673469388
2006-07,CLE,18.0622222222222
2006-07,DAL,29.359375
2006-07,DEN,10.6505190311419
2006-07,DET,23.4933333333333
2006-07,GSW,7.16
2006-07,HOU,13.3928571428571
2006-07,IND,10.8919667590028
2006-07,LAC,21.218836565097
2006-07,LAL,11.4897959183673
2006-07,MEM,13.6944444444444
2006-07,MIA,19.9795918367347
2006-07,MIL,8.64359861591696
2006-07,MIN,10.8214285714286
2006-07,NJN,23.46484375
2006-07,NOK,7.70666666666667
2006-07,NYK,13.4488888888889
2006-07,ORL,16.0266666666667
2006-07,PHI,19.4722222222222
2006-07,PHO,11.2295918367347
2006-07,POR,5.94463667820069
2006-07,SAC,14.3733333333333
2006-07,SAS,18.734375
2006-07,SEA,13.109375
2006-07,TOR,11.6401384083045
2006-07,TOT,14.6016646848989
2006-07,UTA,18.6875
2006-07,WAS,7.3125
2007-08,ATL,13.984375
2007-08,BOS,23.1555555555556
2007-08,CHA,15.1288888888889
2007-08,CHI,13.5069252077562
2007-08,CLE,16.6843100189036
2007-08,DAL,17.81
2007-08,DEN,12.08984375
2007-08,DET,19.8171745152355
2007-08,GSW,18.0617283950617
2007-08,HOU,12.3
2007-08,IND,7.625
2007-08,LAC,19.609977324263
2007-08,LAL,9.98337950138504
2007-08,MEM,10.8753462603878
2007-08,MIA,19.4421768707483
2007-08,MIL,6.63265306122449
2007-08,MIN,14.21484375
2007-08,NJN,13.3333333333333
2007-08,NOH,8.6875
2007-08,NYK,12.5955555555556
2007-08,ORL,13.49609375
2007-08,PHI,8.86222222222222
2007-08,PHO,18.93359375
2007-08,POR,6.31122448979592
2007-08,SAC,15.1468144044321
2007-08,SAS,24.3305785123967
2007-08,SEA,11.8231292517007
2007-08,TOR,11.0726643598616
2007-08,TOT,15.7836588951901
2007-08,UTA,7.02222222222222
2007-08,WAS,9.94082840236686
2008-09,ATL,8.56
2008-09,BOS,20.62109375
2008-09,CHA,12.4565972222222
2008-09,CHI,15.5013850415512
2008-09,CLE,20.8125
2008-09,DAL,16.734375
2008-09,DEN,15.71484375
2008-09,DET,20.4266666666667
2008-09,GSW,10.7777777777778
2008-09,HOU,14.9375
2008-09,IND,8.80102040816326
2008-09,LAC,17.218836565097
2008-09,LAL,12.0625
2008-09,MEM,12.1155555555556
2008-09,MIA,10.6944444444444
2008-09,MIL,10.8166089965398
2008-09,MIN,11.0519031141868
2008-09,NJN,11.76
2008-09,NOH,8.35555555555556
2008-09,NYK,14.476370510397
2008-09,OKC,14.46
2008-09,ORL,13.984375
2008-09,PHI,16.1775147928994
2008-09,PHO,30.0277008310249
2008-09,POR,7.2
2008-09,SAC,12.0544217687075
2008-09,SAS,20.249433106576
2008-09,TOR,11.9168975069252
2008-09,TOT,16.5510380622837
2008-09,UTA,10.2488888888889
2008-09,WAS,19.570987654321
2009-10,ATL,15.4540816326531
2009-10,BOS,25.0526315789474
2009-10,CHA,16.0
2009-10,CHI,16.3487654320988
2009-10,CLE,22.4320987654321
2009-10,DAL,13.3950617283951
2009-10,DEN,11.5763888888889
2009-10,DET,15.4897959183673
2009-10,GSW,14.2275
2009-10,HOU,9.13378684807256
2009-10,IND,9.26222222222222
2009-10,LAC,14.0332409972299
2009-10,LAL,12.6745562130178
2009-10,MEM,13.2222222222222
2009-10,MIA,12.0888888888889
2009-10,MIL,16.1385041551247
2009-10,MIN,7.74609375
2009-10,NJN,13.1764705882353
2009-10,NOH,13.859375
2009-10,NYK,15.7475
2009-10,OKC,13.2469135802469
2009-10,ORL,13.7430555555556
2009-10,PHI,12.43359375
2009-10,PHO,19.5288888888889
2009-10,POR,19.1358024691358
2009-10,SAC,7.9275
2009-10,SAS,24.2975778546713
2009-10,TOR,7.98222222222222
2009-10,TOT,14.7190082644628
2009-10,UTA,7.26222222222222
2009-10,WAS,10.9982638888889
2010-11,ATL,11.8823529411765
2010-11,BOS,28.9752066115703
2010-11,CHA,15.196675900277
2010-11,CHI,14.4622222222222
2010-11,CLE,16.1551246537396
2010-11,DAL,19.3333333333333
2010-11,DEN,16.2469135802469
2010-11,DET,18.7455621301775
2010-11,GSW,8.52595155709343
2010-11,HOU,10.9475
2010-11,IND,13.36
2010-11,LAC,11.1695501730104
2010-11,LAL,24.05859375
2010-11,MEM,10.7700831024931
2010-11,MIA,19.0034602076125
2010-11,MIL,16.7681660899654
2010-11,MIN,5.16955017301038
2010-11,NJN,11.8863636363636
2010-11,NOH,8.50969529085872
2010-11,NYK,13.24
2010-11,OKC,10.2746913580247
2010-11,ORL,11.5916955017301
2010-11,PHI,18.16
2010-11,PHO,21.8227146814404
2010-11,POR,22.1388888888889
2010-11,SAC,6.33984375
2010-11,SAS,20.6475
2010-11,TOR,9.01652892561984
2010-11,TOT,16.0752551020408
2010-11,UTA,10.8166089965398
2010-11,WAS,14.8582230623819
2011-12,ATL,21.68359375
2011-12,BOS,27.5017301038062
2011-12,CHA,15.25
2011-12,CHI,12.5969387755102
2011-12,CLE,16.2766439909297
2011-12,DAL,21.90234375
2011-12,DEN,15.625
2011-12,DET,16.8010204081633
2011-12,GSW,15.7414965986395
2011-12,HOU,18.4819944598338
2011-12,IND,9.98222222222222
2011-12,LAC,16.6913580246914
2011-12,LAL,22.7128027681661
2011-12,MEM,13.6608996539792
2011-12,MIA,21.359375
2011-12,MIL,12.1314878892734
2011-12,MIN,12.7288888888889
2011-12,NJN,11.504132231405
2011-12,NOH,6.8468809073724
2011-12,NYK,18.4844290657439
2011-12,OKC,18.359375
2011-12,ORL,17.24609375
2011-12,PHI,17.359375
2011-12,PHO,20.7692307692308
2011-12,POR,25.6731301939058
2011-12,SAC,7.79555555555556
2011-12,SAS,20.85
2011-12,TOR,12.4444444444444
2011-12,TOT,16.8950617283951
2011-12,UTA,14.1155555555556
2011-12,WAS,14.0275
2012-13,ATL,13.8024691358025
2012-13,BOS,24.4275
2012-13,BRK,23.280276816609
2012-13,CHA,12.9965397923875
2012-13,CHI,17.4488888888889
2012-13,CLE,8.7590027700831
2012-13,DAL,28.9722222222222
2012-13,DEN,10.7555555555556
2012-13,DET,15.55859375
2012-13,GSW,11.875
2012-13,HOU,5.36
2012-13,IND,6.359375
2012-13,LAC,25.2266666666667
2012-13,LAL,31.9375
2012-13,MEM,11.297052154195
2012-13,MIA,28.3611111111111
2012-13,MIL,15.5061728395062
2012-13,MIN,10.0475
2012-13,NOH,7.60664819944598
2012-13,NYK,29.0415512465374
2012-13,OKC,16.609375
2012-13,ORL,17.9166666666667
2012-13,PHI,13.9861591695502
2012-13,PHO,15.02734375
2012-13,POR,10.7288888888889
2012-13,SAC,8.08996539792388
2012-13,SAS,23.3955555555556
2012-13,TOR,8.02777777777778
2012-13,TOT,12.0996
2012-13,UTA,13.6377551020408
2012-13,WAS,11.5802469135802
2013-14,ATL,14.7283950617284
2013-14,BOS,13.2475
2013-14,BRK,30.7590027700831
2013-14,CHA,11.5833333333333
2013-14,CHI,18.91
2013-14,CLE,11.6190476190476
2013-14,DAL,29.4488888888889
2013-14,DEN,9.9375
2013-14,DET,19.4488888888889
2013-14,GSW,19.4691358024691
2013-14,HOU,8.45987654320987
2013-14,IND,9.85467128027681
2013-14,LAC,17.26
2013-14,LAL,26.7423822714681
2013-14,MEM,15.7283950617284
2013-14,MIA,20.7654320987654
2013-14,MIL,12.2766439909297
2013-14,MIN,7.12110726643599
2013-14,NOP,8.62585034013605
2013-14,NYK,36.3434903047091
2013-14,OKC,19.0154320987654
2013-14,ORL,10.234375
2013-14,PHI,3.3421550094518
2013-14,PHO,11.3155555555556
2013-14,POR,14.7822222222222
2013-14,SAC,11.296786389414
2013-14,SAS,17.570987654321
2013-14,TOR,8.51
2013-14,TOT,11.2446460065508
2013-14,UTA,15.1903114186851
2013-14,WAS,20.6222222222222
2014-15,ATL,16.3125
2014-15,BOS,15.5691609977324
2014-15,BRK,27.9168975069252
2014-15,CHI,26.0
2014-15,CHO,15.6875
2014-15,CLE,24.05
2014-15,DAL,20.2160664819945
2014-15,DEN,9.91
2014-15,DET,11.7229916897507
2014-15,GSW,13.36
2014-15,HOU,19.26
2014-15,IND,9.609375
2014-15,LAC,15.5475
2014-15,LAL,21.6450617283951
2014-15,MEM,23.1412742382271
2014-15,MIA,17.8231292517007
2014-15,MIL,13.5555555555556
2014-15,MIN,20.5376
2014-15,NOP,6.53514739229025
2014-15,NYK,36.0589569160998
2014-15,OKC,10.7120181405896
2014-15,ORL,16.16
2014-15,PHI,7.9744
2014-15,PHO,9.4102079395085
2014-15,POR,12.2376543209877
2014-15,SAC,17.9279778393352
2014-15,SAS,22.484375
2014-15,TOR,8.64
2014-15,TOT,15.6371191135734
2014-15,UTA,4.28733459357278
2014-15,WAS,20.74609375
2015-16,ATL,38.109375
2015-16,BOS,9.84888888888889
2015-16,BRK,17.4488888888889
2015-16,CHI,21.5733333333333
2015-16,CHO,11.0222222222222
2015-16,CLE,20.8266666666667
2015-16,DAL,22.4
2015-16,DEN,19.21484375
2015-16,DET,11.3155555555556
2015-16,GSW,14.16
2015-16,HOU,21.5
2015-16,IND,11.8367346938776
2015-16,LAC,20.40234375
2015-16,LAL,36.0266666666667
2015-16,MEM,23.6675900277008
2015-16,MIA,24.1107266435986
2015-16,MIL,4.78222222222222
2015-16,MIN,40.2488888888889
2015-16,NOP,6.49826989619377
2015-16,NYK,16.8
2015-16,OKC,10.1428571428571
2015-16,ORL,9.09333333333333
2015-16,PHI,4.18359375
2015-16,PHO,13.5555555555556
2015-16,POR,9.06666666666667
2015-16,SAC,12.2448979591837
2015-16,SAS,32.8826530612245
2015-16,TOR,7.31555555555555
2015-16,TOT,16.9375
2015-16,UTA,3.55709342560554
2015-16,WAS,11.9408284023669
