Team\Season,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
POR,5.46153846153846,4.29166666666667,3.70588235294118,3.88235294117647,2.76470588235294,2.78571428571429,3.0,4.55555555555556,4.83333333333333,4.89473684210526,3.26666666666667,3.86666666666667,4.61111111111111,3.0
SAC,5.57142857142857,6.84615384615385,5.27777777777778,5.25,5.6,5.10526315789474,4.57142857142857,3.15,2.6875,3.06666666666667,3.70588235294118,4.08695652173913,4.42105263157895,5.42857142857143
SAS,6.0,5.35294117647059,5.94117647058824,6.06666666666667,6.125,5.81818181818182,5.52380952380952,6.23529411764706,4.55,4.5,5.26666666666667,5.61111111111111,6.375,8.21428571428571
SEA,4.0,3.57142857142857,3.6,4.10526315789474,3.625,4.71428571428571,,,,,,,,
TOR,3.78947368421053,5.17391304347826,4.9375,4.88235294117647,3.35294117647059,4.47058823529412,4.36842105263158,4.46666666666667,3.72727272727273,4.66666666666667,4.83333333333333,4.3,4.6,3.86666666666667
TOT,4.38461538461539,5.57352941176471,6.27586206896552,5.31372549019608,5.13793103448276,5.55072463768116,5.91176470588235,5.09090909090909,4.82142857142857,4.22222222222222,4.02,4.26984126984127,4.31578947368421,5.75
UTA,5.63636363636364,3.11111111111111,3.05882352941176,3.06666666666667,3.75,3.66666666666667,4.46666666666667,3.26666666666667,4.64705882352941,4.86666666666667,4.92857142857143,4.47058823529412,1.8695652173913,2.17647058823529
VAN,,,,,,,,,,,,,,
WAS,4.53333333333333,3.88235294117647,3.9375,3.66666666666667,4.25,4.53846153846154,5.61111111111111,4.79166666666667,3.52173913043478,3.85,4.44444444444444,5.66666666666667,7.4375,6.46153846153846
WSB,,,,,,,,,,,,,,
