1,http://www.straitstimes.com/singapore/environment/hazy-conditions-persist-on-thursday-three-hour-psi-at-81-as-of-2pm
2,http://www.straitstimes.com/singapore/education/four-get-clan-scholarship-to-study-in-beijing
3,http://www.straitstimes.com/singapore/transport/new-road-and-more-parking-lots-at-alexandra-village-expected-to-ease-traffic
4,http://www.straitstimes.com/singapore/manpower/new-training-programme-for-pre-school-staff-caring-for-infants-and-toddlers
5,http://www.straitstimes.com/politics/paps-tin-pei-ling-will-defend-macpherson-single-seat-ward-in-coming-general-election
